1,8:30AM,9:05AM
Passing,9:05AM,9:11AM
2,9:11AM,9:46AM
Passing,9:46AM,9:52AM
3,9:52AM,10:27AM
Brunch,10:27AM,10:32AM
Passing,10:32AM,10:38AM
4,10:38AM,11:13AM
Passing,11:13AM,11:19AM
5,11:19AM,11:54AM
Lunch,11:54AM,12:29PM
Passing,12:29PM,12:35PM
6,12:35PM,1:10PM
Passing,1:10PM,1:16PM
B,1:16PM,1:51PM
Rally (optional),1:51PM,2:41PM
Parade (optional),2:41PM,3:11PM
