Period 1,8:30AM,9:13AM
Passing,9:13AM,9:19AM
Period 2,9:19AM,10:02AM
Passing,10:02AM,10:08AM
Period 3A,10:08AM,10:51AM
Passing,10:51AM,10:57AM
Period 3B,10:57AM,11:40AM
Brunch,11:40AM,11:44AM
Passing,11:44AM,11:50AM
Period 4,11:50AM,12:33PM
Passing,12:33PM,12:39PM
Period 5,12:39PM,1:22PM
Lunch,1:22PM,1:52PM
Passing,1:52PM,1:58PM
Period 6,1:58PM,2:41PM
Passing,2:41PM,2:47PM
Period 7,2:47PM,3:30PM
